Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_918,Amoco Fuels,Gas station,270370606062.0,37.0,-93.125204,44.882842,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_919,SUPERAMERICA,Gas station,270530244002.0,53.0,-93.289900619,44.8832732973,27053,HENNEPIN,Richfield,Metro (7 County)
gs_920,T & T Automotive,Gas station,270530247003.0,53.0,-93.2679,44.8833,27053,HENNEPIN,Richfield,Metro (7 County)
gs_921,Richfield 66,Gas station,270530249022.0,53.0,-93.2577960784,44.8833,27053,HENNEPIN,Richfield,Metro (7 County)
gs_922,SUPERAMERICA,Gas station,270530241002.0,53.0,-93.3163591837,44.8834,27053,HENNEPIN,Richfield,Metro (7 County)
gs_923,Sinclair,Gas station,270530247001.0,53.0,-93.2679,44.8835,27053,HENNEPIN,Richfield,Metro (7 County)
gs_924,BP,Gas station,270530241002.0,53.0,-93.3086,44.8837,27053,HENNEPIN,Richfield,Metro (7 County)
gs_925,Kirks Mobil Inc,Gas station,270370606041.0,37.0,-93.1721,44.8844,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_926,Total Petroleum Inc,Gas station,270370601053.0,37.0,-93.0660832214,44.8846129754,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_927,Sinclair,Gas station,270859504002.0,85.0,-94.3837709555,44.8847041219,27085,MCLEOD,Hutchinson,Central
gs_928,Rix Downtown Svc,Gas station,270859503002.0,85.0,-94.3704,44.8848632653,27085,MCLEOD,Hutchinson,Central
gs_929,Bp,Gas station,270530247001.0,53.0,-93.2677,44.8848787234,27053,HENNEPIN,Richfield,Metro (7 County)
gs_930,Cenex,Gas station,270859503004.0,85.0,-94.3651884544,44.8849639267,27085,MCLEOD,Hutchinson,Central
gs_931,Casey's General Store,Gas station,270859506002.0,85.0,-94.0509,44.8849829787,27085,MCLEOD,Bergen,Central
gs_932,South France BP,Gas station,270530240051.0,53.0,-93.3289,44.8857,27053,HENNEPIN,Edina,Metro (7 County)
gs_933,Casey's General Store,Gas station,270859504002.0,85.0,-94.38275375,44.886195,27085,MCLEOD,Hutchinson,Central
gs_934,Cenex,Gas station,270859503005.0,85.0,-94.3498,44.8868,27085,MCLEOD,Hassan Valley,Central
gs_935,New Hope Bp,Gas station,270530240062.0,53.0,-93.3489,44.8874,27053,HENNEPIN,Edina,Metro (7 County)
gs_936,Mayer Mobil Mart,Gas station,270190902002.0,19.0,-93.8878,44.8874619565,27019,CARVER,Camden,Metro (7 County)
gs_937,Southview 66 Svc Ctr,Gas station,270370603014.0,37.0,-93.0427183673,44.8887,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_938,Food-N-Fuel Store,Gas station,270530244001.0,53.0,-93.2883,44.8888,27053,HENNEPIN,Richfield,Metro (7 County)
gs_939,SUPERAMERICA,Gas station,270530260071.0,53.0,-93.4203,44.8889969889,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_940,Nipps Service,Gas station,270370603014.0,37.0,-93.0424265306,44.8891,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_941,Oasis Market,Gas station,270370603021.0,37.0,-93.05,44.8892,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_942,Kaposia Convenience Ctr,Gas station,270370603021.0,37.0,-93.0489714286,44.8892,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_943,Holiday Stationstores,Gas station,270370601042.0,37.0,-93.080968,44.890503,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_944,SUPERAMERICA,Gas station,270190904021.0,19.0,-93.7017,44.8909,27019,CARVER,Victoria,Metro (7 County)
gs_945,BP Service Ctr,Gas station,270370601051.0,37.0,-93.080267,44.891283,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_946,Marie Ave Svc,Gas station,270370603011.0,37.0,-93.0398,44.891369697,27037,DAKOTA,South St. Paul,Metro (7 County)
